fact_id,text,times_posted,last_posted
FT-0471,"Lesotho, San Marino and Vatican City are the only three sovereign states entirely surrounded by a single other country, with the latter two both enclaved inside Italy.",2,2026-08-24T11:37:52+00:00
FT-0472,"Cyprus still hosts sovereign British military bases, Akrotiri and Dhekelia, land Britain kept for itself when the island gained independence in 1960.",1,2026-08-16T09:36:17+00:00
FT-0473,"North Sentinel Island, part of India's Andaman chain, is home to one of the last uncontacted peoples on Earth, and Indian law bars outsiders from approaching it.",1,2026-08-19T01:48:08+00:00
FT-0474,"Finland's Åland Islands are Swedish-speaking, permanently demilitarized under a 1921 treaty, and issue their own postage stamps despite belonging to Finland.",1,2026-08-07T17:56:20+00:00
FT-0475,"Under a 1920 treaty, citizens of many countries can live and work in Norway's Arctic territory of Svalbard without a visa, though getting there usually means flying through mainland Norway.",1,2026-08-05T15:24:04+00:00
FT-0476,"Australia's Christmas Island sits more than 1,500 km from the Australian mainland but only about 350 km from Jakarta, Indonesia.",1,2026-08-09T04:25:50+00:00
FT-0477,Britain forcibly removed the Chagossian population from Diego Garcia in the late 1960s and early 1970s to build what became a major US military base.,1,2026-08-17T22:35:31+00:00
FT-0478,"Transnistria, a breakaway strip of Moldova, still flies a flag bearing a hammer and sickle, decades after the Soviet Union it once belonged to disappeared.",2,2026-08-26T08:56:24+00:00
FT-0479,"Somaliland has run itself as a de facto independent state since 1991, with its own currency and passports, yet no UN member country officially recognizes it.",1,2026-08-21T13:05:09+00:00
FT-0480,Most residents of the Pitcairn Islands descend from the HMS Bounty mutineers and the Tahitian companions who fled with them in 1789.,1,2026-08-15T18:42:53+00:00
FT-0481,"Tristan da Cunha, a British island in the South Atlantic, is often called the most remote inhabited place on Earth, with the nearest continent roughly 2,400 km away.",1,2026-08-14T04:57:07+00:00
FT-0482,"In 2008, Zimbabwe's hyperinflation crisis got so extreme that the government printed a 100-trillion-dollar note, worth only a few US dollars the day it was issued.",1,2026-08-18T14:45:44+00:00
FT-0483,"Panama and Ecuador both use the US dollar as their official currency, without any formal voice in how American monetary policy is set.",1,2026-08-11T15:11:10+00:00
FT-0484,Kosovo and Montenegro both use the euro as their currency despite not being EU members; they adopted it unilaterally rather than through any treaty.,1,2026-08-18T13:03:15+00:00
FT-0485,"Scottish banks legally back their own banknotes with rarely seen ""Giant"" and ""Titan"" notes worth £1 million and £100 million, never meant to circulate publicly.",1,2026-08-19T18:49:07+00:00
FT-0486,"Mozambique's flag features an AK-47 rifle laid over a hoe and book, making it one of the only national flags to depict a modern firearm.",1,2026-08-17T13:01:22+00:00
FT-0487,"Belize's flag is often cited as the most detailed national flag in the world, built around a full coat of arms with human figures and dozens of colors.",1,2026-08-20T23:34:39+00:00
FT-0488,"The flags of Kiribati and Tuvalu both depict a rising sun over ocean waves, a direct nod to their identity as scattered Pacific island nations.",1,2026-08-07T21:51:00+00:00
FT-0489,"South Africa's 1994 flag was designed with six colors converging into a ""Y"" shape, deliberately avoiding any single ethnic or religious symbol.",1,2026-08-01T22:05:30+00:00
FT-0490,"Saudi Arabia used the Islamic Hijri calendar for official government business until 2016, when it switched to the Gregorian calendar to align salaries with global markets.",2,2026-08-26T19:15:09+00:00
FT-0491,"North Korea's official calendar counts years from 1912, the birth year of founder Kim Il-sung, running alongside the Gregorian year in daily use.",1,2026-08-16T17:29:18+00:00
FT-0492,"Thailand's official calendar runs on the Buddhist Era, roughly 543 years ahead of the Western count, so a Gregorian 2024 becomes 2567 there.",1,2026-08-20T21:36:56+00:00
FT-0493,"In 1995, Kiribati shifted part of its territory's date line eastward so the whole country, spread across a huge stretch of the Pacific, could share one calendar day.",1,2026-08-20T04:47:29+00:00
FT-0494,"Samoa skipped December 30, 2011 entirely, jumping across the international date line to align its work week with Australia and New Zealand instead of the US.",1,2026-08-16T20:33:53+00:00
FT-0495,"St. Moritz's Cresta Run, a natural ice toboggan track rebuilt from scratch with snow and ice each winter, has operated since 1884.",2,2026-08-25T16:49:47+00:00
FT-0496,"Sepak takraw, a sport resembling volleyball played almost entirely with the feet and a woven rattan ball, is a national pastime across much of Southeast Asia.",1,2026-08-07T23:43:06+00:00
FT-0497,"The America's Cup, first awarded in 1851, is the oldest active trophy in international sport, decades older than the modern Olympic Games.",1,2026-08-17T11:35:27+00:00
FT-0498,"Most curling stones in the world are cut from granite quarried on a single small Scottish island, Ailsa Craig.",1,2026-08-19T16:41:45+00:00
FT-0499,"Test cricket, the sport's oldest format, can run for five full days and still end in a draw, a structure barely changed since its 19th-century English origins.",1,2026-08-14T17:06:07+00:00
FT-0500,"Vilnius's bohemian Užupis district declared itself an independent republic in 1997, complete with its own constitution, currency and a mock border-guard ceremony every April Fools' Day.",1,2026-08-01T04:29:03+00:00
FT-0501,"Key West, Florida briefly ""seceded"" from the United States in 1982 as the self-declared Conch Republic, a protest stunt that still sells souvenir passports today.",1,2026-08-12T10:16:35+00:00
FT-0502,"A Western Australian farm called Hutt River declared itself an independent principality in 1970 during a tax dispute with the government, lasting nearly fifty years before dissolving in 2020.",1,2026-08-17T01:50:39+00:00
FT-0503,"Australia's Cocos (Keeling) Islands were privately ruled by one family, the Clunies-Ross dynasty, for close to 150 years before the government took formal control in 1978.",1,2026-08-13T10:18:27+00:00
FT-0504,Antarctica's Blood Falls seeps crimson from beneath a glacier; the color comes from iron-rich brine sealed away from oxygen for possibly over a million years.,2,2026-08-24T16:50:40+00:00
FT-0505,"The first weather satellite, TIROS-1, launched by the US in 1960, sent back grainy cloud photos that proved satellites could actually help forecast weather.",1,2026-08-04T19:50:20+00:00
FT-0506,"Sharing mate, a caffeinated tea sipped through a metal straw from a common gourd, is such an everyday ritual in Argentina, Uruguay and Paraguay that refusing a round can seem rude.",1,2026-08-18T04:46:20+00:00
FT-0507,"Hatshepsut ruled Egypt as a full pharaoh for about 20 years, and later statues show her wearing the traditional false beard of kingship.",1,2026-08-28T18:35:00+00:00
FT-0508,Ramesses II reigned for 66 years and reportedly fathered over 100 children — outliving many of his own sons.,1,2026-08-29T02:06:09+00:00
FT-0509,"The Rosetta Stone was carved in 196 BC but sat undeciphered for over 1,800 years until Jean-François Champollion cracked its hieroglyphs in 1822.",1,2026-08-29T09:57:56+00:00
FT-0510,"Assyrian king Ashurbanipal's library at Nineveh held an estimated 30,000 clay tablets, including the oldest known copy of the Epic of Gilgamesh.",1,2026-08-29T15:00:49+00:00
FT-0511,"Nearly every alphabet used on Earth today likely traces back to the Phoenician script, spread by merchant sailors across the Mediterranean around 1000 BC.",1,2026-08-29T18:22:49+00:00
FT-0512,Cyrus the Great's 539 BC decree freeing captives in Babylon is sometimes called history's first human rights charter.,1,2026-08-29T21:40:43+00:00
FT-0513,"Nubian pharaohs from the Kingdom of Kush ruled Egypt as its 25th dynasty for roughly a century, from about 747 to 656 BC.",1,2026-08-30T00:11:14+00:00
FT-0514,"Sumerians developed cuneiform writing around 3400 BC — largely to keep track of grain, beer and taxes.",1,2026-08-30T06:32:56+00:00
FT-0515,"At its height under Darius I, the Achaemenid Persian Empire may have ruled close to 44% of the world's population, one of the highest shares any empire has ever held.",1,2026-08-30T23:25:27+00:00
FT-0516,"After capturing Persepolis in 330 BC, Alexander the Great's army allegedly burned the palace to the ground during a drunken celebration.",1,2026-08-30T23:27:57+00:00
FT-0517,Sparta's enslaved helot population outnumbered actual Spartan citizens by roughly seven to one — a major reason the city stayed permanently militarized.,1,2026-08-30T23:30:28+00:00
FT-0518,"Athens moved the treasury of the Delian League from the island of Delos to its own Acropolis in 454 BC, turning a defensive alliance into an empire.",1,2026-08-30T23:32:58+00:00
FT-0519,"At Thermopylae in 480 BC, some 300 Spartans famously held the pass alongside thousands of other Greek troops before being outflanked and betrayed.",1,2026-08-31T05:23:01+00:00
FT-0520,Emperor Ashoka converted to Buddhism after the brutal Kalinga war of 261 BC and spent the rest of his reign carving edicts of nonviolence onto stone pillars.,1,2026-08-31T05:25:32+00:00
FT-0521,"Ancient Greek writers claimed the Mauryan Empire fielded a standing army of some 600,000 infantry — likely inflated, but a sign of its sheer scale.",1,2026-08-31T05:28:02+00:00
FT-0522,"Visiting Portuguese travelers in the 1500s described Vijayanagara's capital, Hampi, as rivaling Rome in size and grandeur.",1,2026-08-31T05:30:32+00:00
FT-0523,"In the 11th century, the Chola dynasty of southern India launched naval expeditions as far as Sumatra and the Malay Peninsula.",1,2026-08-31T13:33:57+00:00
FT-0524,"After unifying China in 221 BC, Qin Shi Huang standardized the empire's currency, script and even the axle width of carts.",1,2026-08-31T13:48:58+00:00
FT-0525,"The Tang dynasty capital Chang'an held over a million residents around 700 AD, likely making it the largest city on Earth at the time.",1,2026-08-31T14:03:58+00:00
FT-0526,Empress Wu Zetian ruled China in her own name from 690 to 705 AD — the only woman ever to reign as emperor in her own right.,1,2026-08-31T14:18:58+00:00
FT-0527,"Kublai Khan founded the Yuan dynasty in 1271, making the Mongols the first foreign power to rule the whole of China.",1,2026-09-01T14:46:51+00:00
FT-0528,"A 3rd-century Chinese chronicle is the earliest written record of Japan, describing a shaman-queen named Himiko ruling a kingdom called Yamatai.",1,2026-09-01T15:01:51+00:00
FT-0529,"Korea's Joseon dynasty lasted from 1392 to 1897, more than five centuries under a single ruling house.",1,2026-09-01T15:16:51+00:00
FT-0530,"Japan credits typhoons for wrecking Mongol invasion fleets in both 1274 and 1281 — the storms became known as kamikaze, ""divine wind.",1,2026-09-01T15:31:52+00:00
FT-0531,"Attila's empire stretched from the Central Asian steppe to Gaul by 450 AD, then largely disintegrated within a year or two of his death.",1,2026-09-01T18:23:56+00:00
